"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_km","duration_seconds","rpe"
"Upper 2","Feb 24, 2025, 9:52 PM","Feb 24, 2025, 10:52 PM","","Lat Pulldown (Cable)",,"Underhand super close grip
11.5 first set",0,"normal",175,11,,,
"Upper 2","Feb 24, 2025, 9:52 PM","Feb 24, 2025, 10:52 PM","","Lat Pulldown (Cable)",,"Underhand super close grip
11.5 first set",1,"normal",175,9,,,
"Upper 2","Feb 24, 2025, 9:52 PM","Feb 24, 2025, 10:52 PM","","Chest Press (Machine)",,"6.75 first set, seat above 7
Second set seat above 5",0,"normal",220,6,,,
"Upper 2","Feb 24, 2025, 9:52 PM","Feb 24, 2025, 10:52 PM","","Chest Press (Machine)",,"6.75 first set, seat above 7
Second set seat above 5",1,"normal",210,7,,,
"Upper 2","Feb 24, 2025, 9:52 PM","Feb 24, 2025, 10:52 PM","","Bicep Curl (Barbell)",,"",0,"normal",90,9,,,
"Upper 2","Feb 24, 2025, 9:52 PM","Feb 24, 2025, 10:52 PM","","Triceps Pushdown",,"Touch bench at bottom first set
",0,"normal",150,10,,,
"Upper 2","Feb 24, 2025, 9:52 PM","Feb 24, 2025, 10:52 PM","","Upright Row (Barbell)",,"",0,"normal",80,3,,,
"Upper 2","Feb 24, 2025, 9:52 PM","Feb 24, 2025, 10:52 PM","","Upright Row (Barbell)",,"",1,"normal",70,7,,,
"Upper 2","Feb 24, 2025, 9:52 PM","Feb 24, 2025, 10:52 PM","","Dumbbell high pull",,"",0,"normal",35,13,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Bulgarian Split Squat",,"7 on left leg first set",0,"normal",70,8,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Bulgarian Split Squat",,"7 on left leg first set",1,"normal",70,6,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Straight Leg Deadlift",,"No straps, mixed grip from second rep of first set",0,"normal",285,5,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Horizontal calf",,"",0,"normal",210,10,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Horizontal calf",,"",1,"normal",200,13,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Horizontal calf",,"",2,"normal",150,15,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Knee Raise Parallel Bars",,"Hybrid between knee raise and leg raise, dropset into knee raise",0,"normal",,12,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Knee Raise Parallel Bars",,"Hybrid between knee raise and leg raise, dropset into knee raise",1,"normal",,2,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Knee Raise Parallel Bars",,"Hybrid between knee raise and leg raise, dropset into knee raise",2,"normal",,11,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Knee Raise Parallel Bars",,"Hybrid between knee raise and leg raise, dropset into knee raise",3,"normal",,3,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Lying Leg Curl (Machine)",,"Hart house
Warmed up too heavy before first set",0,"normal",110,6,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Lying Leg Curl (Machine)",,"Hart house
Warmed up too heavy before first set",1,"normal",140,6,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Lying Leg Curl (Machine)",,"Hart house
Warmed up too heavy before first set",2,"normal",110,4,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Leg Extension (Machine)",,"",0,"normal",240,9,,,
"Evening Workout","Feb 22, 2025, 12:16 AM","Feb 22, 2025, 1:16 AM","hart house","Sissy squat",,"",0,"normal",,9,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Wide Pull Up",,"",0,"normal",,8,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Wide Pull Up",,"",1,"normal",,7,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Chest Dip (Weighted)",,"",0,"normal",85,7,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Chest Dip (Weighted)",,"",1,"normal",82.5,7,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Cable y raise",,"Minimal cheating
Forgot to change cable height on first set",0,"normal",17.5,7,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Cable y raise",,"Minimal cheating
Forgot to change cable height on first set",1,"normal",17.5,10,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Cable behind the back lateral raise",,"Minimal cheating",0,"normal",17.5,7,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Cable behind the back lateral raise",,"Minimal cheating",1,"normal",17.5,10,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Hammer Curl (Dumbbell)",,"Standing, alternating
11.5 second set",0,"normal",20.41,9,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Hammer Curl (Dumbbell)",,"Standing, alternating
11.5 second set",1,"normal",18.14,11,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Seated Row (Machine)",,"",0,"normal",200,9,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Seated Row (Machine)",,"",1,"normal",200,8,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Seated Row (Machine)",,"",2,"normal",150,8,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Smith JM press",,"",0,"normal",135,6,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Smith JM press",,"",1,"normal",130,7,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Preacher Curl (Barbell)",,"Bit sure if 75 or 80 (ez bar in hart house) - counting as 20",0,"normal",75,8,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Triceps Extension (Barbell)",,"Short rest",0,"normal",65,14,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Triceps Extension (Barbell)",,"Short rest",1,"normal",65,7,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Seated Incline Curl (Dumbbell)",,"12th reps single arm, assisted ",0,"normal",35,12,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Wide Pull Up",,"Forearms tired",0,"normal",,7,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Chest Fly (Dumbbell)",,"Fly and press hybrid",0,"normal",50,7,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Cable Fly Crossovers",,"Low to high",0,"normal",42.5,10,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Cable Fly Crossovers",,"Low to high",1,"normal",27.5,2,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Cable up lean forward triceps extension",,"",0,"normal",155,9,,,
"Morning Workout","Feb 21, 2025, 5:22 PM","Feb 21, 2025, 6:22 PM","traps bit sore from groceries yesterday
hart house","Cable up lean forward triceps extension",,"",1,"normal",115,7,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Incline Chest Press (Machine)",,"",0,"normal",225,6,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Incline Chest Press (Machine)",,"",1,"normal",215,8,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Iso-Lateral Row (Machine)",,"",0,"normal",238,6,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Iso-Lateral Row (Machine)",,"",1,"normal",238,6,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Overhead press (machine)",,"Hart house",0,"normal",205,6,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Overhead press (machine)",,"Hart house",1,"normal",195,9,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Lat Pulldown (Machine)",,"Hart house",0,"normal",195,9,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Lat Pulldown (Machine)",,"Hart house",1,"normal",205,8,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Preacher Curl (Machine)",,"",0,"normal",120,10,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Preacher Curl (Machine)",,"",1,"normal",115,11,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Preacher Curl (Machine)",,"",2,"normal",85,8,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Single arm triceps pushdown",,"",0,"normal",45,12,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Triceps Pushdown",,"",0,"normal",145,9,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Lateral Raise (Cable)",,"",0,"normal",17.5,12,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Lateral Raise (Cable)",,"",1,"normal",17.5,11,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Bayesian cable curl",,"11 in right arm second set",0,"normal",32.5,12,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Bayesian cable curl",,"11 in right arm second set",1,"normal",32.5,10,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Triceps Extension (Cable)",,"Hart house, dual cable machine",0,"normal",135,10,,,
"Afternoon Workout","Feb 18, 2025, 11:33 PM","Feb 19, 2025, 12:33 AM","","Triceps Extension (Cable)",,"Hart house, dual cable machine",1,"normal",135,10,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Iso-Lateral Chest Press (Machine)",,"5-7
6.25-6.5 first set
6.75 second set.",0,"normal",212,6,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Iso-Lateral Chest Press (Machine)",,"5-7
6.25-6.5 first set
6.75 second set.",1,"normal",207,6,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Machine row",,"6-8",0,"normal",180,8,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Machine row",,"6-8",1,"normal",175,8,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Chest Press (Machine)",,"7.25 second set",0,"normal",215,8,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Chest Press (Machine)",,"7.25 second set",1,"normal",210,7,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Lat Pulldown (Cable)",,"Underhand super close grip
11.5 first set",0,"normal",165,12,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Lat Pulldown (Cable)",,"Underhand super close grip
11.5 first set",1,"normal",165,10,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Rope pushdown",,"",0,"normal",100,10,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Rope pushdown",,"",1,"normal",100,12,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Rope pushdown",,"",2,"normal",100,15,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Hammer Curl (Cable)",,"3 cheat reps Second set",0,"normal",115,12,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Hammer Curl (Cable)",,"3 cheat reps Second set",1,"normal",115,15,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Upright Row (Cable)",,"Don't remember exactly reps",0,"normal",105,12,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Upright Row (Barbell)",,"",0,"normal",80,7,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Skullcrusher (Dumbbell)",,"Touch bench at bottom first set
",0,"normal",15.88,14,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Skullcrusher (Dumbbell)",,"Touch bench at bottom first set
",1,"normal",15.88,12,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",35,11,,,
"Upper 2","Feb 15, 2025, 12:54 AM","Feb 15, 2025, 1:54 AM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",35,9,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Seated Leg Curl (Machine)",,"",0,"normal",195,10,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Seated Leg Curl (Machine)",,"",1,"normal",195,9,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Hack Squat (Machine)",,"Full ROM",0,"normal",484,3,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Hack Squat (Machine)",,"Full ROM",1,"normal",414,7,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Straight Leg Deadlift",,"",0,"normal",285,8,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Straight Leg Deadlift",,"",1,"normal",285,7,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Calf extension ",,"",0,"normal",205,10,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Calf extension ",,"",1,"normal",200,15,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Calf extension ",,"",2,"normal",150,13,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Calf extension ",,"",3,"normal",110,14,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Leg Extension (Machine)",,"",0,"normal",235,10,,,
"Legs","Feb 14, 2025, 5:54 PM","Feb 14, 2025, 6:54 PM","","Sissy squat",,"",0,"normal",,9,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Smith JM press",,"2 partials first set
",0,"normal",130,8,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Smith JM press",,"2 partials first set
",1,"normal",130,7,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",18.14,13,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Hammer Curl (Dumbbell)",,"",1,"normal",18.14,9,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Preacher Curl (Barbell)",,"Other ez bar with plates but without big thing",0,"normal",70,10,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Preacher Curl (Barbell)",,"Other ez bar with plates but without big thing",1,"normal",70,9,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Cable up lean forward triceps extension",,"Rope first set
Ez bar second set",0,"normal",160,7,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Cable up lean forward triceps extension",,"Rope first set
Ez bar second set",1,"normal",160,12,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Cable behind the back lateral raise",,"",0,"normal",45,11,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Cable behind the back lateral raise",,"",1,"normal",45,4,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Cable behind the back lateral raise",,"",2,"normal",35,5,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Cable rear delt fly",,"Or dumbbell rear delt swing",0,"normal",17.5,12,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Cable rear delt fly",,"Or dumbbell rear delt swing",1,"normal",22.5,10,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Single arm triceps pushdown",,"",0,"normal",45,10,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Bicep Curl (Dumbbell)",,"",0,"normal",35,12,,,
"Arms and shoulders (Bro day)","Feb 13, 2025, 1:17 AM","Feb 13, 2025, 2:17 AM","","Cable up lean forward triceps extension",,"",0,"normal",150,14,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Wide Pull Up",,"1.5X shoulder width grip, go all the way down
6-8",0,"normal",,8,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Wide Pull Up",,"1.5X shoulder width grip, go all the way down
6-8",1,"normal",,7,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Chest Dip (Weighted)",,"6-8
4.5 second set",0,"normal",80,8,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Chest Dip (Weighted)",,"6-8
4.5 second set",1,"normal",80,7,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Seated Cable Row - V Grip (Cable)",,"No momentum
8-10
9.5 first set",0,"normal",175,9,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Seated Cable Row - V Grip (Cable)",,"No momentum
8-10
9.5 first set",1,"normal",160,9,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Seated Shoulder Press (Machine)",,"8-10
9.75 or more on first set (couldn't lock out on last rep)
8.25 and partials second set",0,"normal",120,9,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Seated Shoulder Press (Machine)",,"8-10
9.75 or more on first set (couldn't lock out on last rep)
8.25 and partials second set",1,"normal",120,8,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Triceps Extension (Cable)",,"Full ROM, ez bar
Second set ripe",0,"normal",135,12,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Triceps Extension (Cable)",,"Full ROM, ez bar
Second set ripe",1,"normal",135,9,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Bicep Curl (Barbell)",,"",0,"normal",90,8,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Bicep Curl (Cable)",,"",0,"normal",120,11,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Lateral Raise (Cable)",,"",0,"normal",17.5,11,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Lateral Raise (Cable)",,"",1,"normal",15,12,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Butterfly (Pec Deck)",,"10.5 second set",0,"normal",175,10,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Butterfly (Pec Deck)",,"10.5 second set",1,"normal",175,9,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Wide Pull Up",,"Moving bar second set dropset neutral grip not moving bar",0,"normal",,9,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Wide Pull Up",,"Moving bar second set dropset neutral grip not moving bar",1,"normal",,6,,,
"Upper 1","Feb 10, 2025, 11:57 PM","Feb 11, 2025, 12:57 AM","","Wide Pull Up",,"Moving bar second set dropset neutral grip not moving bar",2,"normal",,1,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Iso-Lateral Chest Press (Machine)",,"5-7
6.25-6.5 second set and partials",0,"normal",212,7,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Iso-Lateral Chest Press (Machine)",,"5-7
6.25-6.5 second set and partials",1,"normal",207,6,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Machine row",,"6-8",0,"normal",175,8,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Machine row",,"6-8",1,"normal",170,8,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Chest Press (Machine)",,"",0,"normal",210,8,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Chest Press (Machine)",,"",1,"normal",210,7,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Lat Pulldown (Cable)",,"Underhand super close grip
11.5 first set",0,"normal",160,11,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Upright Row (Barbell)",,"",0,"normal",70,10,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Skullcrusher (Dumbbell)",,"Touch bench at bottom first set
",0,"normal",18.14,8,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",18.14,12,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Hammer Curl (Dumbbell)",,"",1,"normal",18.14,8,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Cable up lean forward triceps extension",,"",0,"normal",160,11,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Cable up lean forward triceps extension",,"",1,"normal",160,9,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Bayesian cable curl",,"",0,"normal",30,13,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Bayesian cable curl",,"",1,"normal",32.5,10,,,
"Upper 2","Feb 8, 2025, 2:28 AM","Feb 8, 2025, 3:28 AM","","Triceps Extension (Cable)",,"After long rest, just for fun with kabir",0,"normal",125,14,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Seated Leg Curl (Machine)",,"",0,"normal",195,9,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Seated Leg Curl (Machine)",,"",1,"normal",195,9,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Calf extension ",,"",0,"normal",205,9,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Calf extension ",,"",1,"normal",195,15,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Calf extension ",,"",2,"normal",150,11,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Calf extension ",,"",3,"normal",110,13,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Hack Squat (Machine)",,"Full ROM",0,"normal",434,9,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Hack Squat (Machine)",,"Full ROM",1,"normal",434,6,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Romanian Deadlift (Dumbbell)",,"",0,"normal",120,9,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Romanian Deadlift (Dumbbell)",,"",1,"normal",120,5,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Romanian Deadlift (Dumbbell)",,"",2,"normal",90,9,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Leg Extension (Machine)",,"",0,"normal",230,10,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Leg Extension (Machine)",,"",1,"normal",170,5,,,
"Legs","Feb 7, 2025, 12:33 AM","Feb 7, 2025, 1:33 AM","","Sissy squat",,"",0,"normal",,5,,,
"Arms and shoulders (Bro day)","Feb 5, 2025, 1:52 AM","Feb 5, 2025, 2:52 AM","","Preacher Curl (Machine)",,"9.5 first set
Not full rest after 2nd set",0,"normal",120,9,,,
"Arms and shoulders (Bro day)","Feb 5, 2025, 1:52 AM","Feb 5, 2025, 2:52 AM","","Preacher Curl (Machine)",,"9.5 first set
Not full rest after 2nd set",1,"normal",115,10,,,
